text,Label
kenapa makin kesini isu israel vs palestina seolah olah kita mendukung untuk palestina bisa berperang dengan israel perang bukan jawaban atas konflik disana karena tetap akan memakan korban,2
itulah yang sering aku ketahui tidak semua di israel beragama yahudi dan tidak semua dari palestina itu muslim zionis adalah pemerintahan muslim israel menyerang palestina ada,0
aku berusaha melihat konflik palestina sama israel secara objektif,0
orang palestina juga ada yang memeluk kepercayaan yahudi,1
terkadang kepikirian juga kenapa negara arab yang selalu kita puji diam seribu bahasa saat konflik israel palestina bahkan negara iran syiah yang membela matian palestina dimana syiah di negeri ini,0
melihat israel palestina tidak heran orang meninggalkan agama,2
antek yahudi sok bijak posting photo tentara israel mendorong kursi roda warga arab penyebab konflik palestina israel adalah karena israel menyerobot,2
memetakan konflik palestina dan israel tidak sekedar framing dari media islam vs yahudi semata melainkan betul betul melihat apa yang terjadi di lapangan,0
terus buat apa sih dibuat seakan akan palestina vs israel ini sebuah konflik agama iya tentu untuk menutupi apa yang sebenernya terjadi fakta,2
menjadikan konflik tersebut sebuah konflik antar agama membuat hak palestina atas kebebasan,2
intinya dibuat seakan akan konflik antar agama untuk mengalihkan perhatian dari fakta bahwa israel adalah sebuah koloni yang menduduki palestina,0
intinya yang serang duluan kan warga palestina terus lari masuk ke dulu masjid untuk playing victim israel menyerang masjid padahal di dalam masjid sudah tersedia batu dan al,2
yang parah dari twit twit konflik israel dan palestina di indonesia adalah dibawa bawa ke ranah keributan kekubuan di indonesia adakah nalar yang lebih rusak dari itu sebelumnya di indonesia en den,0
mulai muncul ini orang yang sok sokan bela israel dan juga kampanye israel vs palestina bukan konflik agama seakan orang yang ngebela palestina berdasar agama salah,2
israel palestina bukan konflik agama lapis pertama propaganda musuh adalah mengaburkan dan sebisa mungkin menghilangkan alasan kita untuk melawan mereka jika mereka berhasil,0
tanya jawab tentang penjajahan israel di palestina ini bukan konflik agama israel dan zsm berusaha membawa bawa isu agama untuk menutupi fakta sesungguhnya penjajahan dan settler,0
perang antara israel dengan palestina itu adalah peperangan yang tidak seimbang lalu ada orang yang dengan keji menginsinuasi bahwa kalau ada pejuang palestina yang berbisnis dan kaya maka dia dia,0
tapi kalau nga suka hamas pasti nanti dibilang tidak dukung palestina pendukung israel padahal iya memang lihat saja contoh sekarang serangan hamas ke israel sia karena iron dome,0
sudut pandangnya keliru muslim sendiri yang lebih dulu menjadikan yahudi dan kristen sebagai kelompok yang memusuhi mereka berd alquran konflik politik israel palestina lalu dijadikan konflik,0
entah kenapa saya melihat keberlangsungan konflik palestina israel sebenarnya sebagai usaha mencegah terjadinya kiamat karena prediksinya kiamat justru tiba setelah konflik disana selesai dan yang,2
sok banget ikutan peduli dan ambil pusing soal konflik israel dan palestina tetangga kalian sedang kesusahan dan kelaparan saja kalian tidak acuh peduli sama yang jauh sama yang dekat tidak peduli biji,2
saya ampe sekarang tidak paham sama motif konflik israel sama palestina yang era sekarang bahkan masih terjebak dengan perbedaan antara hizbullah dengan hamas butuh bacaan yang bener melihat dari sudut,0
diplomasi untuk palestina dan israel bagai berharap buah apel yang bisa dipetik dari pohon belimbing,0
kalau saya beropini tentang kerusuhan di palestina dan israel tetapi dengan pandangan yang berbeda dari khalayak ramai akan dihujat orang tidak iya agaknya akhir ini issuenya meresahkan iya bund,0
hamas dan israel itu simbiosis mutualisme,0
semoga kedua negara bisa hidup damai rukun dan berdampingan semoga palestina dan israel sama sama mendapatkan kemerdekaan nya karena sesuai dengan uud bahwa kemerdekaan,1
cina mana kaum polo dengkul jiwa zionis yang menghamba ke cino dan israel laknatulloh,2
oang orang koplok di negeri ini sedang menggoreng pertikaian palestina dan israel,2
iya makanya pbb mau menengahi masalah ini diusulkannya solusi yaitu negara disitu palestina dan israel tapi fatah mau tapi hamas nolak dan justru hamas maunya death to all je,0
ramai banget yang bahas palestina dan israel dan mengutuk ada yang membela eh ujung ujungnya buat donasi nyampe tidak itu donasi,2
iya tolol lah kamu bilang alhamdulillah ketika peluru kendali sanggup menghantam israel,2
memberikan dukungan bukan hanya menguntungkan sepihak tapi kita sebagai orang yang percaya akan tuhan,1
konflik palestina israel di akar rumput mungkin bukan berbasis agama dan ras banyak rakyatnya yang mengatakan demikian tapi saya percaya kedua identitas primordial itu jadi basis terbesar dalam konfli,0
hamas salah satu penyebab komplik palestina dan israel,2
anda itu tinggal di indonesia memang anda tahu permasalahan palestina dan israel jelaskan memang anda tahu yang mana benar salah jelaskan prediksi saya ini hanya jebakan unt,0
sementara pemimpin hamas menikmati kehidupan mewah rakyat palestina jadi korban akibat bom hamas dan israel tapi yang tertanam selalu masalah agama,0
karena yang dibutuhkan dunia adalah opini bahwa palestina merdeka dengan ibukota yerusalem,1
konflik palestina vs israel bukan perang agama di negara kita hal ini dijadikan isu dimana titik didihnya islam vs yahudi,2
konflik palestina vs israel memang konflik lama yang baru adalah hari hari ini di indonesia ada beberapa orang justru berpihak pada israel,0
konflik israel vs palestina itu perebutan wilayah semata bukanlah perang agama tidak ada kaitan dengan agama israel didukung as,0
perang palestina dan israel ngasi kiamat ora rampung neh pabrik senjata kukot bos biangane sek dadi korban orang sipil sik radong opo,2
konflik palestina masih berlanjut karena adanya organisasi teror yang menginginkan kekuasaan disana dengan jualan penderitaan rakyat dan agama islam,2
hamas berhenti menyerang dan israel terus membangun pemukiman ilegal di tanah palestina dan selanjutnya diklaim sebagai milik mereka,0
awal sejarah konflik palestina israel adalah saat seorang pengemis gembel yang kedinginan dan kelaparan mengetuk rumah anda memohon makanan dan perlindungan dan setelah anda menolongnya anda di bunuh,2
palestina vs israhell bullshit bisa di nego dengan jalur diplomatik berpuluh tahun koar diplomatik tetep saja konflik berlanjut tetep saja,2
iya memang konflik di palestina itu memang bukan konflik agama memang yang bilang agama siapa palestina juga tidak muslim tapikan di konflik palestina ini ada korban yang beragama muslim iya wajar dong,2
israel melakukan pengusiran dan pembunuhan terhadap rakyat palestina sejak dulu lalu hamas lahir sebgai perlawanan ketika terjadi konflik dan hamas bertindak,0
nah berarti konflik sampai sekarang itu memang didasari dari keserakahan israel,2
bau bau aneh tercium dari pernyataan orang liberal celup tentang konflik palestina israel mau bela israel tapi muter muter seperti gansing biar ngak ketahuan,2
konflik palestina vs israel sangat memilukan dan kita bersyukur semua anak bangsa ini hiruk pikuk berempati jauh berbeda dengan petani miskin yang dibunuh dengan kepala terpenggal di sudut nege,2
haloooo konflik israel dan palestina itu internal sana sodara sebangsa dan setanah air saja lagi berduka karena kejadian yang diposo kok pada diem saya mah save poso saja lah,0
lagi ramai konflik palestina israel dan banyak yang menanyakan pbb dimana bagi yang tertarik dengan cerita semacam itu dan bagaimana dunia bekerja,0
konflik palestina israel itu konflik nasionalisme dan bangsa bukan agama catat bukan agama,0
soal konflik israel palestina kita harus simpati pada rakyat palestina tapi kita juga harus tahu bahwa pimpinan hamas,1
semua yang merasa dirinya bangsa palestina pasti ikut karena roket dan peluru tidak bisa milih makanya ini bukan konflik agama tapi tidak semua orang yahudi profesional israel http,0
ini tidak ada hubungan dengan pemerintah tapi kebanyakan rakyat indonesia profesional dengan palestina karena palestina negara islam mereka itu konflik sudah ribuan tahun lalu dan,0
saya pikir skrng kelompok islam moderat mengubah pandangannya konflik israel palestina diselesaikan dengan perundingan begini lebih sering amp yang sekarang juga terjadi clash senjata muncul ketika diawali,0
konflik israel palestina adalah konflik sarat kepentingan politik dan ekonomi negara negara besar di kawasan,0
dulu ada yang komen begini israel sama palestina jangan damai dong kalau damai nanti kiamat bitch what the fuck jadi kamu lebih baik milih tidak kiamat dibanding kedamaian dunia berapa banyak orang bakal mati,2
kalian terlalu sibuk dengan isu konflik palestina israel dan turki sampai kalian lupa bahwa bangsamu sendiri yang kalian tinggali saat ini juga sedang konflik,2
ini ibarat kutukan dari langit bagi palestina dan israel,2
konflik israel palestina bukanlah konflik yang mudah dijelaskan dan dipahami tolonglah jangan mendadak merasa ahli hanya setelah baca artikel atau nonton video yang belum tentu benar pulak http,1
cebong bipang jelas jelas israel yang mengambil tanah palestina baca sejarah palestina dan israel cebong bip,2
turut berduka cita untuk konflik palestina dan israel semoga palestina dan israel bisa hidup dalam kedamaian dan semoga selalu terhindar dari segala pertikaian,1
konflik israel dan palestina kembali memuncah bahkan sebuah apartemen di kota gaza yang diduga sebagai kantor pemimpin kelompok hamas hancur digempur serangan udara israel bagaimana tanggapan dunia,0
mereka berusaha arahkan opini publik bahwa palestina dan israel ini bukan masalah agama tapi hanya masalah politik,0
indonesia sebagai warga dunia dan menganut politik bebas aktif juga harus berinisiasi mengupayakan solusi damai yang berkeadilan atas konflik israel palestina ini,0
bodoh yang mengatakan konflik palestina dan israel adalah konflik agama,2
lelah semua timeline berisi palestina israel dari kiri sampai kanan dan aku tidak bisa apa apa Cuma punya rasa syukur bahwa saya tidak hidup di daerah konflik dan hanya bisa doa sepenuhnya untuk seba,2
jangan mudah dibodohi dan diprovokasi penddk palestina keturunan arab penddk israel yahudi dan keturunan arab yang hidup damai palestina ingin kuasai jerusalem di wilyh israel kasus bu,0
kalau masih menyakini konflik agama buktinya juga ribuan warga yahudi di israel turun kejalan menggelar aksi solidaritas untuk palestina mereka mengecam serangan zionis israel terhadap ma,0
konflik palestina israel adalah konflik perebutan wilayah perbatasan yang dipolitisir menjadi konflik antar agama kelompok yang melaksanakan politik identitas dengan isu agama diyakini bukan berjuang untuk ke,0
konflik israel palestina ini cukup ruwet narasi pembentukan dua negara adalah hal absurd kenapa salah satunya adalah masalah sumber daya alam contoh akses air menjadi masalah krusial dan konflik panjang,2
katanya perang israel dan palestina pure konflik politik tapi kok realitanya si kubu profesional hamas selalu bawa bawa keyakinan agamanya berarti konflik agama kan ini,2
betul palestina dan israel sama bandel tidak damai padahal mereka satu keturunan abrahamik,2
bagaimana jika someday palestina kalah kemudian presiden palestina bilang ngalah saja ayo gabung israel capek cuy musuhnya bekingannya gede terus palestina hilang dan jadi negara israel yang isin,2
padalan point palestina dan israel bukan hamas semata tapi sistem apertheid israel buat umat islam dan kristen disana tapi orang seperti bgini biasanya mana paham apa itu aperthe,0
ketika negara lain merayakan idul fitri dan masih sibuk dengan covid di palestina dan israel sedang berduka dan berencana melalukan perang berskala penuh lindungillah hambamu yang tidak bersalah,0
satu satunya yang pasti di konflik palestina dan israel adalah setiap warga sipil yang tidak berperang berhak hidup selebihnya abu abu dan pelangi,0
bedakan antara perang perebutan wilayah antar negara bangsa dengan terorisme keagamaan yang dilakukan warga sipil untuk menggulingkan pemerintah atau untuk melenyapkan orang tidak seiman hanya oran,0
bahkan tuhan saja sengaja membiarkan konflik israel vs palestina pbb saja tidak sanggup,0
kayaknya otak kamu deh yang sungsang ngabalin persoalan palestina vs israel bukan terkait masalah garis keturunan,2
serangan israel ke palestina adalah kejahatan kemanusiaan mereka yang mendukung israel adalah manusia bangsat,2
ayo coba ditelaah kejadiannya selalu terulang ada konflik sipil palestina vs militer israel hamas lalu menembakkan roket ke israel israel balas dengan serangan,0
menurut saya soal palestina dan israel ini sudah masuk ranah common sense jadi kalau ada yang ngedebat kenapa tidak milih perjuangin yang di sekitar kamu dulu,0
masalah palestina israel saja jadi cebong vs kadrun iya heran,2
oooo yaa hampir lupa negara yang selalu di vonis kafir amp tidak percaya agama sudah duluan berbuat untuk peraturan daerah,0
konflik serius israel vs palestina sudah berlangsung th mengapa dunia seolah tutup mata bahkan terkesan membiarkannya terus membesar amp memanas sebab akar masalahnya bukan sekadar perebuta,0
musuh palestina dan israel iya hamas israel,0
konflik palestina dan israel bakal merembet ke negeri wakanda,2
sebenarnya perang palestina vs israel itu kerjaan koruptor di indonesia supaya kita rakyat fokus ke peperangan bukan ribut,2
kecurigaan tersebut sejalan dengan penggalangan dana melalui kampanye di media sosial dengan modus bantuan kemanusiaan untuk bencana alam,2
masuk akal ini yang sama sama kita takutkan yaitu adanya kekeliruan mengenai palestina dan israel ini apalagi akun tersebut sudah berani memutuskan cepat kesimpulannya dengan men,0
mengeksploitasi perang israel vs palestina adalah tindakan yang tidak bernalar dengan memakai kspi buruh berhak berserikat sesuai uu nomor namun,1
bosan tidak sih tiap lebaran disuguhi perang palestina vs israel modusnya selalu sama bisa tidak sih kalian ngebacanya tidak menarik ceritanya selalu sama,2
semoga perang palestina vs israel melebar kesemua negara arab,2
selama yang palestina maunya israel musnah tidak bakal ada solusi deh berkali di mediasi deh kalah perang dua kali dan israel sudah melepas sebagian besar wilayah yang dimenang,0
konflik terparah tahun ini israel vs palestina sejarah panjang konflik negara palestina dengan kelompok orang yang bernama israel hingga sampai hari kiamat pasalnya,0
serangan israel ke palestina adalah kesalahan hukum internasional dan moralitas dasar dan itu harus segera diakhiri kami ingin dunia bertindak sekarang,1
haduhhh kapan iya indonesia gara bipang dan yahudi pesek kita semua bisa demonstrasi besaran mengutuk serangan penjajah zionis israel ke palestina,2
isu palestina dan israel paling hot digoreng aplg partai yang baru lahir goreng terus saudara laki laki,2
pasti tidak karena tidak banyak yang tahu kalau dalang semua permusuhan palestina dan israel sekarang ini adalah hamas,0
mantap semoga tidak ada lagi kekerasan yang terjadi antara palestina dan israel dan perlu juga kita ingat teroris dan kkb di negara kita harus diruntaskan kita juga berharap,1
teori macam apa ini yang jelas perang antara palestina dan israel akan terus abadi sampai nanti turun imam mahdi termasuk,0
nampak sudah siapa yang munafik diantara kaum muslimin dengan adanya perlawanan palestina vs israel ada sebagian yang berpihak pada zionis ada yang membela matin karena palestina yang kasian itu ya,0
israel dan palestina bukan konflik agama,0
wahai netijen akuilah palestina dan israel itu adalah konflik agama memangnya agama tidak bisa berkonflik tidak kan,0
bangsa palestina dan israel bukan islam dan yahudi jadi jangan bawa agama dalam hal ini bung karno bicara kemerdekaan bangsa palestina semua negara mengutuk perang kemerdekaan,0
saya katakan palestina itu pemberontak yang ingin merdeka dan israel memoertahankan negaranya,2
dari dulu pbb ini setiap ada banyak protes masalah serangan israel ke gaza palestina yang ngorbankan rakyat sipill pbb bisanya kecam doang tapi tidak pernah ada tindakkan apa ke israel,2
perbatasan mesir palestine rafah telah dibuka untuk menerima warga palestina yang terluka akibat bom serangan udara israel mesir juga mengirimkan bantuan untuk palestina,0
nitizen tidak cukup coiii introspeksi tapi juga harus berani belajar itu sejarah palestina dan israel dan yang paling penting adalah jangan buat opini sendiri diluar historis yang terjadi itu penyaki,1
kok serangan udara zionis israel biadab tidak minta dihentikan juga bagaimana ini biden,2
semoga saja dapat terselesaikan permasalahan palestina dan israel ciptakan kedamaian,1
konflik israel dan palestina bukanlah persoalan agama isu agama hanya untuk penggalangan dukungan politis saja manusia indonesia harus mulai cerdasss mengenai hal ini,1
palestina vs israel hanya allah yang akan menyelesaikannya tiba saatnya itulah tanda akhir zaman sudah dekat hanya berdoa semoga ketika imam mahdi muncul kita menjadi bagian dari pasukannya,0
kehancuran di gaza tidak beralasan kita harus mendesak gencatan senjata segera pembunuhan orang palestina dan israel harus diakhiri kita juga harus mencermati hampir setahun dalam bantuan militer,1
israel adalah bangsa pilihan tuhan dan israel bukan berperang melawan rakyat palestina,2
permasalahan palestina israel harus dilihat dari kacamata politik dan kemanusiaan dan tidak dilebarkan ke konflik kepentingan golongan tertentu,1
menlu wang yaitu disini menawarkan menjadi mediator perundingan israel vs palestina di beijing saya yakin pemerintah netanyahu tidak akan menerima tawaran china itu israel saat ini hanya akan berundin,0
mungkin ada juga yang berpikiran sempit seperti itu bodoh juga sih kalau mengkaji konflik israel palestina sekarang ini pakai kitab suci konflik itu murni itu politik dan hukum dukungan jelas dialama,2
konflik israel palestina selalu dikaitkan dengan soal agama,2
masalah mereka adalah masalah perebutan kekuasaan wilayah sejarah konflik palestina dan israel,0
saya setuju karena israel dan palestina sama mendapatkan keuntungan dari konflik bulan juli mendatang amerika mensyahkan rapbn mereka yang didalamnya terdapat bantuan untuk israel dan pale,0
sepertinya konflik terakhir direncanakan agar pemilihan umum batal ditunda kawatir hamas akan menang lagi pemerintah palestina sekarang adalah gabungan hamas dan fatah yang di,0
melihat konflik palestina israel dengan perspektif konflik hanya akan memperluas peta konflik,2
isis kemana iya di konflik israel palestina hehehehe that one fact alone should make you realize that there are something shady going there,2
konflik israel palestina diperburuk oleh agama dalam islam,2
ide yang bagus sih tapi apa mungkin konflik israel palestina itu proyek para sontoloyo,2
apakah yang kita banyak percaya soal israel palestina juga mitos mitos mitos konflik palestina dan israel yang berusia tahun klik untuk baca,2
anda secara tidak langsung telah merendahkan perjuangan rakyat palestina puluhan tahun dengan menyebut konflik saat ini dipicu oleh pihak palestina dan juga menyebut adanya budaya di kal,1
dan hingga hari ini hanya palestina satunya negara yang masih dijajah dan satunya negara didunia ini yang masih menjajah adalah israel dan israel adalah satunya negara yang,0
patut di sesalkan negara negara arab tidak proaktif mencegah serangan israel ke palestina,2
ada benarnya sebagian orang berpendapat bahwa konflik israel palestina sampai kiamat tidak akan pernah selesai,0
konflik palestina dengan israel terorist kok tidak direcokin isis yaa apa isis nya itu israel,2
urusan palestina dan israel soal tanah tanah yang dirampok oleh pengungsi zionis biadab bukan soal agama soal zionis yang menguasai tanah orang lain titik,2
mengutuk keras serangan brutal amp sistematis penjajah israel ke rakyat palestina,2
mengungkap fakta bahwa hamas itu bentukan im dan israel tidak serta merta jadi disimpulkan mereka belain israel,0
harus ada penyelesaian yang permanen antara palestina dan israel ini agar tidak selalu terulang,1
konflik perbatasan palestina israel dihadirkan dengan narasi ringan namun memberikan pengalaman depresif yang kuat,0
tidak ada yang suka perang atau penjajahan apa pun yang terjadi antara palestina dan israel patut kita sesali,0
israel terorist itu fakta nyata,2
banyak yang memandang perang konflik antara hamas dan israel,0
palestina dan israel bukan masalah baru di dunia ini yang baru adalah masalah covid israel ada pemimpinnya palestina ada pemimpinnya indonesia ada pemimpinnya apa kata pemimpinnya,2
gemana drun pemerintah china mengundang para pihak dari palestina dan israel untuk berunding di china undangan ini datang di tengah eskalasi serangan antara israel dan palestina di jalur gaza,2
dibalik peristiwa saling serang palestina dan israel ujungnya cuma kadrun minta sumbangan,2
sungguh konflik palestina dan israel sangat menguras energi tiada cara lagi untuk bisa menangani hal tersebut kecuali dengan menunggu kedatangan imam mahdi,2
konflik palestina dan israel yang semakin tajam membuat sejumlah figur publik dan selebriti dunia ikutan angkat suara,2
konflik palestina dan israel bukan sebagai hanya sekedar terlihat sebagai konflik agama,0
perbandingan bangsa palestina dan israel takkan pernah bisa terjadi karena keduanya pada posisi yang bertentangan bangsa terjajah dan negara penjajah di sebuah zaman yang hidup dengan kemajuan tekn,0
saya setuju israel nabi iyaqub dulu dan israel sekarang berbeda dan yang saat ini menetap disana dan memegang kekuasaan adalah yahudi sesat semoga sauda,0
lebih tepatnya serangan brutal hamas ke israel akibatnya wilayah palestina makin dicaplok bodo tidak habis habis,2
konflik antara israel dengan palestina ikut membayangi ekonomi indonesia indonesia bisa terkena dampak tidak langsung dari konflik kedua negara,0
melihat konflik israel palestina dari sudut pandang berbeda beserta kompleksitas konflik kepentingan di balik upaya pendamaiannya,0
harusnya ada salah satu negara yang melakukan serangan ke israel untuk membantu palestina pasti muncul secara spontan sebagai bentuk solidaritas sayangnya masing masing negara,0
bukan masalah bela israel tapi kenapa hukum berat sebelah dan seakan dikendalikan mayoritas kalau mau adil baik yang menghina palestina dan israel di tangkap well,0
sikap indonesia cukup jelas sebenarnya mendukung kedua negara untuk berhenti saling menyerang dan memaksa palestina dan israel untuk mengakui kedaulatan negara masing sygnya hamas tr,1
konflik saat ini karena israel dikuasai garis keras tapi israel,0
yahudi itu sudah dikutuk tuhan banyak negara yang mengutuk serangan israel ke palestina tidak akan berpengaruh lah,2
sudahlah masalah palestina dan israel masalah di negeri ini saja masih belum selesai sampai ke akarnya,2
semoga situasi segera membaik di palestina dan juga daerah yang ada konflik perebutan lahan,0
iya jangan cuma begitu viral kayak berlebihan banget kalau dia peduli humanity seharus dia tidak cuma menyuarakan konflik palestina israel saja tapi yang lain juga ada tidak dia menyuarakan ke,2
karena rumit tidak ketulungan jadi ku cover hal basic nya saja intinya bab ini berbicara tentang konflik palestina israel dan posisi as di perseteruan tersebut ujung ujungnya tidak terjadi kesepak,0
resolusi pbb yang bisa menghentikan konflik israel palestina itu solusi jika tidak ingin perang terus terjadi benjamin setahuku itu tidak punya hati nurani sudah dikasih,0
pbb sebenarnya tidak guna dilihat dari konflik di palestina pbb itu tidak berpengaruh ke israel,2
saat ini yang perang hamas vs israel dimana hamas yang direstui rakyat palestina tolak israel seakan kemerdekaan palestina direbut padahal israel merdeka amp palestina berharap,0
ketika ditarik ke masalah agama maka yang paling bingung adalah umat yahudi di palestina dan umat muslim di israel lebih enak kalau nyebutnya konflik agraria,0
ketahuan bodohnya bani bipang konflik israel palestina itu konflik politik bukan agama coba berhenti bkin bias dengan memberikan judul mancing gtu bahkan di katain,2
konflik israel dan hamas palestina semakin meningkat pihak luar jangan jadi provokator meruncing keadaan semua otoritas kebijakan negara amp pbb harus berupaya mengendalikan agar tidak semakin melua,0
nah itu jadi pointnya adalah hamas itu musuh rakyat palestina dan israel itu yang harus di salahkan pembuat keributannya,2
entahlah isu apalagi yang akan dimainkan oleh hamas dan israel ini karena kalau ada kekacauan pasti buka hamas dan israel tapi palestina yang kena islam lagi yahudi lagi mirisnya,0
konflik berulang terjadi antara israel dan palestina perserikatan bangsa bangsa menyerukan gencatan senjata dan kembali ke solusi dua negara,0
bangsa indonesia wajib mendukung palestina,0
sengketa berkepanjangan palestina dan israel sudah seperti film perang horor yang diputar berulang ulang,2
konflik palestina dan israel itu tidak ubahnya seperti konflik cebong dan kadrun,2
sampai saat ini palestina tidak di akui oleh pbb sebagai sebuah negara tetapi setiap terjadi konflik plstina vs israel,0
sampai saat ini palestina tidak di akui oleh pbb sebagai sebuah negara tetapi setiap terjadi konflik palestina vs israel,0
hamas kurang lebih macam di poso dulu orang di propokasi nya dan hingga bnyak korban berjatuhan padahal palestina dan israel satu rumpun kerna ada yang mancing di air keruh itu lh jadi,0
penggalangan donasi itu hikmah dari konflik palestina,1
sudah muak benar lihat netizen bodoh yang bawa agama tentang konflik palestina israel tolol kalian bayangkan saja,2
gara perang palestina dan israel kisah kelanjutan investasi bodong mart tenggelam,2
om addie rakyat indonesia perlu tahu bahwa perang disana itu bukan agama jadi yang kita bela sebaiknya kemanusiaan karena rakyat palestina dan israel sama korban mereka yang ingin berkuasa dengan label,1
heran juga dengan orang yang lbh peduli dengan konflik palestina,2
konflik tanah di timur tengah antara israel vs palestina adalah pelajaran untuk para orang tua maksud kamu begini dul,2
israel lah yang mulai konflik jadi yang real teroris itu iya israel kalau tidak ada hamas bagaimana dengan korban di pihak palestina logika si gtu saja tapi iya udahlah,2
susahnya menyadarkan tetangga kompleks bahwa konflik palestina israel itu bukan soal agama padahal sudah tua,0
menambah wawasan tentang israel palestina kebenaran sejarah wallahu alam yang jelas yang saya pahami konflik tersebut bukan masalah agama tapi masalah tanah,0
aku paling males kalau disuruh berempati pada konflik israel vs palestina,2
walau semua pejabat dan semua lembaga negara saat ini lebih mementingkan konflik hamas israel daripada keluarga korban teroris di poso,2
konflik bermula sejak runtuhnya khilafah utsmani inggris menguasai wilayah palestina dan memprakarsai berdirinya negara israel pada tahun pbb membagi wilayah palestina dan israel,0
seharusnya pemerintah indonesia memberikan wawasan tentang apa yang terjadi di palestina dan israel karena masih banyak yang belum memahami ini,1
damailah palestina hamas dan israel berhentilah saling baku hantam sudah cukup pihak sipil yang menjadi korban pertikaian kalian,1
hentikan konflik israel amp palestina israel dan palestina masih saling mengadu senjata belum jelas pihak mana yang paling bersalah kelompok hamas yang mengendalikan palestina ataukah israe,1
makin gila ini kalau diemin dibilang palestina dan israel hanya perang gegara rebutan wilayah,2
konflik israel dan palestina tidak berkesudahan bom bom terus jatuh,2
saya berkesimpulan bahwa mereduksi konflik palestina israel dengan narasi tidak terkait agama adalah tuna sejarah dan menihilkan perjuangan umat islam sejak zaman rasulullah saw dalam upaya pembebasa,0
pergrjolakan palestina dan israel itu dimulai dari zaman nabi nabi hingga saat ini pasang surut pertikaian disana tidak ada damai disana kecuali tanda tanda dunia ini akan kiamat dan kesombonga,0
konflik yang terjadi antara palestina dan israel bukanlah konflik soal agama,0
iya iya kok gemes iya sama keberadaan yahudi pesek di negara ini suka giring opini konflik di palestina dan penjajah israel dan pengikutinya kok iya banyak mereka itu punya otak tidak sih,2
hentikan segera agresi militer yang dilakukan oleh israel terhadap palestina serangan israel ke palestina merupakan tragedi kemanusiaan yang tidak bisa ditolerir kita indonesia,0
indonesia tidak perlu ikut campur soal palestina dan israel sok peduli ham di negeri orang sementara masalah ham terhadap minoritas di negeri ini dibiarkan ingat teroris hamas dan islam syiah,2
iya rabb percepatlah perang gajah dan israel laknat ini dengan kemenang palestina dan terusirnya israel laknat dari palestina,2
pemuda di mataram ditangkap usai hina palestina dan israel di media sosial tiktok dia mengunggah video penghinaan terhadap palestina di media sosial tiktok dia lalu minta maaf namun justru mel,0
kenapa palestina dan israel tidak pakai cara indonesia di jamin aman dan nyaman,2
nyatanya sangat banyak yang menginginkan palestina dan israel terus konflik termasuk yang sok peduli,2
bang saya setuju soal hak hidup rakyat palestina di palestina tapi yang perang ini hamas dan israel hamas itu bukan negara bang,0
dia tidak melakukan kesalahan yang berat seperti melanggar konsitusi negara,0
konflik antara israel dan palestina di seluruh negara pasti penduduknya ada faksi faksi yang dukung palestina sambil caci maki dan hujat israel faksi yang dukung israel dan menghina palestina,0
bicara tentang palestina dan israel adalah masalah pihak yaitu kebenaran dan kedzhaliman kalau ada yang berdiri di tengah seolah sok netral lawan sekalian itu tanda orang munafik punya muka lebih dari,0
jangan bicara tentang palestina dan israel sebelum membela kedua orang tua kita,0
negara ini telah mengarahkan warganya bahwa konflik israel palestina adalah konflik agama,2
kalau seandainya rakyat palestina perempuan dan anak semua keluar dari daerah konflik dan tinggallah para pejuang hamas dan teroris itu disana berani tidak ngadepin serangan israel,2
sesungguhnya konflik israel vs palestina bukan konflik agama tapi orang yang tidak mau tahu dengan sejarah dan hanya fanatik buta dengan agama akan susah men,0
mendukung palestina dengan provokasi perang itu bukan alasan kemanusiaan dorong israel hentikan serangan,0
kentalnya konflik palestina dan israel tampaknya membuat persepsi kolektif publik terhadap isu ini semakin berada di titik nadir,0
sama halnya juga dengan konflik palestina ini kenapa tidak setiap negara muslim mengirimkan minimal rb tentaranya,2
saya tidak dukung palestina dan israel karena itu urusan negara mereka lagi pula mereka berperang bukan karena agama tapi politik,0
biar adil yang menghina palestina dan israel sama sama diproses iya,0
konflik palestina israel bukan urusan indonesia korupsi bukan urusan rakyat tka china bukan urusan rt rw di indonesia teroris itu urusan umat islam begitu kah maksudnya tambah,2
kalimat sejarah ditulis oleh pemenang kyknya sekarang sudah tidak berlaku lagi deh,0
konflik dan serangan baru baru ini menambah panjang daftar sejarah konflik palestina dan israel ini yang perlu diketahui soal konflik berusia seratusan tahun,0
konfliknya tidak akan sembuh,2
justeru hamaslah yang membelokan landasan mendasar konflik rakyat palestina dengan zionis sekalipun mayoritas netizen mendukung hamas,2
tidak ada informasi yang netral bahkan dibalut manisan agama menjadikan informasi itu seperti isu bohong yang dihalalkan konflik israel dan palestina tidak terkait agama,2
mengutuk pertempuranya sama dengan mengutuk israel dan hamas kah ataukah hanya mengutuk pertempurannya saja tapi tidak mengutuk israel maupun hamas konflik israel dengan hamas,0
kita terlalu sibuk mikirin konflik israel palestina sampai kita lupa kalau ibukota provinsi banten di serang,2
kekerasan dalam konflik antara dan kelompok militan berlarut larut tanpa ada tanda tanda gencatan senjata,0
harapan yang sama kami semua berharap negara harus cepat merespon kasus yang ada di posso sebagaimana negara respon cepat konflik yang nun jauh di palestina,0
